id,text,source
748289375801323520,I will be on @oreillyfactor at 8:00 P.M. Enjoy!,Twitter for Android
748219891577131010,ISIS exploded on Hillary Clinton's watch- she's done nothing about it and never will. Not capable!,Twitter for iPhone
748166232298381312,"Will be in Bangor, Maine today! Join me- 4pmE at the Cross Insurance Center! https://t.co/y4n4nERPFr https://t.co/7LAPewxE05",Twitter for iPhone
748163921383723008,New Q poll out- we are going to win the whole deal- and MAKE AMERICA GREAT AGAIN! #Trump2016 https://t.co/dL5ahNcwZb,Twitter for iPhone
748163517455413248,Just watched Senator John Barrasso on @FoxNews - He was great! Thank you John.,Twitter for Android
748142709932756992,Why would the USChamber be upset by the fact that I want to negotiate better and stronger trade deals or that I want penalties for cheaters?,Twitter for Android
748141420528140288,"The @USCHAMBER must fight harder for the American worker. China, and many others, are taking advantage of U.S. with our terrible trade pacts",Twitter for Android
747986907162877952,Iron Mike Tyson was not asked to speak at the Convention though I'm sure he would do a good job if he was. The media makes everything up!,Twitter for Android
747950659111006208,"""@jtsbk:  @AllenWest thanks for sharing Eric we need @realDonaldTrump now as this administration is incapable of keeping our country safe""",Twitter for Android
747900114363092992,We must do everything possible to keep this horrible terrorism outside the United States.,Twitter Web Client
747899586593890309,"Yet another terrorist attack, this time in Turkey. Will
the world ever realize what is going on? So sad.",Twitter Web Client
747888895581372416,"Hillary Clinton’s Presidency would be catastrophic for
the future of our country. She is ill-fit with bad judgment.",Twitter Web Client
747888354126069761,"Benghazi is just another Hillary Clinton failure. It just
never seems to work the way it's supposed to with Clinton.",Twitter Web Client
747874856130183168,"Check it out - 2nd video on Lying Crooked Hillary is now online! Watch it here: 
https://t.co/5mtwkOvQnd 
#CrookedHillary #Trump2016",Twitter for iPhone
747874261583470592,"""@kridan1: Canceled cable - sick of their bad coverage of you and the fawning over Clinton ... Listened to your great speech on YouTube""",Twitter for Android
747873880103059457,"""@bluedogdemky: @CWAUnion @iowa_trump @RichardTrumka @AFLCIO This is why I would think the unions would support @realDonaldTrump for #POTUS""",Twitter for Android
747873381077356545,"""@arnold_ziffel: @AnnCoulter also can't help but notice the stock market's reaction as @realDonaldTrump was speaking. #UPUPUP""",Twitter for Android
747873311531614208,"""@Patricia_Graf:  @GovBrewer @cvpayne let's get Trump supporters out in massive numbers and make America Great Again - create jobs""",Twitter for Android
747873024515407872,"""@vegas_sports: Good for @realDonaldTrump he's smart on business. Maybe If corporations weren't overtaxed they would stay. Voting for #Trump",Twitter for Android
747872257872125952,"""@GovBrewer: I'll be a guest today on Making Money with @cvpayne on @ Fox Business 6 PM ET / 3 PM PT Discussing @realDonaldTrump. Tune in!""",Twitter for Android
747424042181791744,.@CNN is all negative when it comes to me. I don't watch it anymore.,Twitter for Android
747418754255052802,"The media is unrelenting. They will only go with and report a story in a negative light. I called Brexit (Hillary was wrong), watch November",Twitter for Android
747415955400196096,"Crooked Hillary is wheeling out one of the least productive senators in the U.S. Senate, goofy Elizabeth Warren, who lied on heritage.",Twitter for Android
747241330552737793,"""@LindaSuhler: Trump voters don't scare or back down. Our numbers are growing &amp; we're taking our country BACK. #Trump2016🇺🇸 #MAGA",Twitter for Android
747240949370261504,"""@w4djt: ""Under a Trump presidency, America will make brilliant new trade deals!"" —Donald Trump #dtmag https://t.co/NpYI9i4iSG""",Twitter for Android
747227503329173505,"""@brazosboys: Hillary read ""sigh"" off the Teleprompter, She's so fake she has to be told how to feel: https://t.co/ENXliW2m77 @FoxNews",Twitter for Android
747208970201333760,"""@JimVitari:  @ABC @washingtonpost we know they're fake just like poles during primary. I'm sure u will crush #CrookedHillary in general""",Twitter for Android
747206160806219776,"The ""dirty"" poll done by @ABC @washingtonpost is a disgrace. Even they admit that many more Democrats were polled. Other polls were good.",Twitter for Android
747194865633595392,Crooked Hillary Attacks Foreign Government Donations - While Ignoring Her Own: https://t.co/pr3BSHJSxL,Twitter for iPhone
747191624535511040,Crooked Hillary Clinton got Brexit wrong. I said LEAVE will win. She has no sense of markets and such bad judgement. Only a question of time,Twitter for Android
747190075344162817,"Hillary Clinton is not a change agent, just the same old status quo! She is spending a fortune, I am spending very little. Close in polls!",Twitter for Android
747178078682644480,"People in our country want borders, and without them the old line pols like Crooked Hillary will not win. It is time for CHANGE -- and JOBS!",Twitter for Android
747105049352888320,Top 50 Facts About Crooked Hillary Clinton From Trump 'Stakes Of The Election' Address: https://t.co/lfUdXYnsgJ,Twitter for iPhone
747102432862273536,The @ABC poll sample is heavy on Democrats.  Very dishonest - why would they do that? Other polls good!,Twitter for Android
747098691492786176,"Crooked Hillary just took a major ad of me playing golf at Turnberry. Shows me hitting shot, but I never did = lie! Was there to support son",Twitter for Android
747030708678430720,Clinton is trying to wash away her bad judgement call on BREXIT with big dollar ads. Disgraceful!,Twitter for Android
747029963702996992,"Crooked Hillary Clinton, who called BREXIT 100% wrong (along with Obama), is now spending Wall Street money on an ad on my correct call.",Twitter for Android
747027629652443136,"George Will, one of the most overrated political pundits (who lost his way long ago), has left the Republican Party.He's made many bad calls",Twitter for Android
746908869134262272,"Just landed in New York - a one night stay in Scotland. Turnberry came out magnificently. My son, Eric, did a great job - under budget!",Twitter for Android
746895785338544128,Obama has blocked ICE officers and BP from doing their jobs. That ends when I am President!,Twitter for iPhone
746895602798178304,I have never liked the media term 'mass deportation' -- but we must enforce the laws of the land!,Twitter for iPhone
746895252884164608,We only want to admit those who love our people and support our values. #AmericaFirst,Twitter for iPhone
746895065591783424,We must suspend immigration from regions linked with terrorism until a proven vetting method is in place.,Twitter for iPhone
746734772928528384,Thank you to everyone who came out &amp; joined us @TrumpTurnberry yesterday! @EricTrump @IvankaTrump @DonaldJTrumpJr https://t.co/hQ1JTMrUtG,Twitter for iPhone
746721493061632000,"On the 13th tee box @TrumpScotland with my grand daughter, Kai! @DonaldJTrumpJr https://t.co/7ii4KUfsab",Twitter for iPhone
746718385828859904,"Arriving @TrumpScotland with @DonaldJTrumpJr &amp; @EricTrump. Back to New York tonight. 
Video: https://t.co/2GUKqOTHS5",Twitter for iPhone
746674420605980672,"So funny, Crooked Hillary called BREXIT so incorrectly, and now she says that she is the one to deal with the U.K. All talk, no action!",Twitter for Android
746560976921706500,Thoughts and prayers are with everyone in West Virginia- dealing with the devastating floods. #ImWithYou,Twitter for iPhone
746470769862017024,"""@Jolena3: @realDonaldTrump And we will get it back once we have President Trump! Can't wait!""",Twitter for Android
746465982026289152,"""@DarrenWaggener: @realDonaldTrump What has happened in the UK in the last 12 hours is exactly what will happen in November..vote TRUMP 2016",Twitter for Android
746458701565988864,"Many people are equating BREXIT, and what is going on in Great Britain, with what is happening in the U.S. People want their country back!",Twitter for Android
746456564337344512,"The opening of Trump Turnberry in Scotland was a big success. Good timing, I was here for BREXIT. Very exciting news conference today!",Twitter for Android
746453765935366144,Crooked Hillary called it totally wrong on BREXIT - she went with Obama - and now she is saying we need her to lead. She would be a disaster,Twitter for Android
746415333741756418,I want all Americans to succeed together. President Obama's illegal executive amnesty undermines job prospects for...https://t.co/dpIDejXzJw,Twitter for iPhone
746414797416243200,New Government data by the Center for Immigration Studies shows more than 3M new legal &amp; illegal immigrants settled..https://t.co/hMFyZc1kAM,Twitter for iPhone
746289768707698688,"America is proud to stand shoulder-to-shoulder w/a free &amp; ind UK. We stand together as friends, as allies, &amp; as a people w/a shared history.",Twitter for iPhone
746289394231828480,"Self-determination is the sacred right of all free people's, and the people of the UK have exercised that right for all the world to see.",Twitter for iPhone
746273889160957952,"Getting ready to open the magnificent Turnberry in Scotland. What a great day, especially when added to the brave &amp; brilliant vote.",Twitter for Android
746273866322829312,"Statement Regarding British Referendum on E.U. Membership
https://t.co/GwWRxT3BVp",Twitter for iPhone
746272130992644096,"Just arrived in Scotland. Place is going wild over the vote. They took their country back, just like we will take America back. No games!",Twitter for Android
746145338608713728,"Congratulations to my son, Eric, on the fantastic job he has done in rebuilding Turnberry, and its great Ailsa Course. Always support kids!",Twitter for Android
746144027616120833,Leaving now for a one night trip to Scotland in order to be at the Grand Opening of my great Turnberry Resort. Will be back on Sat. night!,Twitter for Android
746094507201077248,Meet the amazing mother whose letter I read during my speech. She lost her son to policies supported by Clinton. https://t.co/NdGQI6Dnji,Twitter Web Client
746072493950107650,"Read my full statement here on the Supreme Court's executive amnesty decision #imwithyou 
https://t.co/sb1Ag1Eb27",Twitter Web Client
746064216373731328,Here is another CNN lie. The Clinton News Network is losing all credibility. I’m not watching it much anymore.  https://t.co/pNSgSjD5gW,Twitter Web Client
746063926597672960,"CNN, which is totally biased in favor of Clinton, should apologize. They knew they were wrong.  https://t.co/KR7OnS8h6s",Twitter Web Client
746057926800977920,Our inner cities have been left behind. We will never have the resources to support our people if we have an open border.,Twitter Web Client
746052286640689157,"On immigration, I’m consulting with our immigration officers
&amp; our wage-earners. Hillary Clinton is consulting with Wall Street.",Twitter Web Client
746047705709961216,"Obama &amp; Clinton should stop meeting with special interests, &amp; start meeting with the victims of illegal immigration.",Twitter Web Client
746044729343741956,Hillary Clinton’s open borders are tearing American families apart. I am going to make our country Safe Again for all Americans. #Imwithyou,Twitter Web Client
746042076211593216,"SC has kept us safe from exec amnesty--for now. But Hillary has pledged to expand it, taking jobs from Hispanic &amp; African-American workers.",Twitter Web Client
746026900502487040,"Hillary Lies to Benghazi Families
#CrookedHillary 
https://t.co/YWd5lk5skG",Twitter for iPhone
745969778267926532,"ISIS threatens us today because of the decisions Hillary Clinton has made along with President Obama.""  --  Donald J. Trump",Twitter for Android
745969049943875585,"""Hillary Clinton may be the most corrupt person ever to seek the presidency.""  --   Donald J. Trump",Twitter for Android
745967990236143616,"Thank you to Donald Rumsfeld for the endorsement. Very much appreciated. Clinton's conduct has been ""disqualifying.""",Twitter for Android
745821138773774341,"""@AllegrettiVicki: You have great children, future presidents...and we all see were raised right and out there for their father."" Thank you.",Twitter for Android
745805112732430337,"""@1lion: brilliant 3 word response to Hillary's 'I'm With You'  slogan https://t.co/dJL71jwK0g @realDonaldTrump https://t.co/Audi8h85qu""",Twitter for Android
745804574699692032,"""@justininglv: @realDonaldTrump great speech today!! It's all about America and that's why you will become president!!!!""  Thank you.",Twitter for Android
745733029289615361,#Imwithyou https://t.co/tan8BmAuR8 https://t.co/5EZ7X1ZZKh,Twitter Web Client
745693121095303168,#Imwithyou https://t.co/iY4K7Wcw3C,Twitter for iPhone
745693029089034240,Hillary says things can't change. I say they have to change. It's a choice between Americanism and her corrupt globalism. #Imwithyou,Twitter Web Client
745463436188934145,"""@chrisboydbrew: @LouDobbs @realDonaldTrump @FoxBusiness.. Saw your interview.You are the best! Great questions, great answers"" Lou is great",Twitter for Android
745455382882033664,Crooked Hillary refuses to say that she will be raising taxes beyond belief! She will be a disaster for jobs and the economy!,Twitter for Android
745356618125152256,I will be interviewed by @LouDobbs tonight on @FoxBusiness 7pm ET,Twitter Web Client
745305119256875008,"Hillary defrauded America as Secy of State. She used it as a personal hedge fund to get herself rich! Corrupt, dangerous, dishonest.",Twitter Web Client
745304731346702336,"If you want to know about Hillary Clinton's honesty &amp; judgment, ask the family of Ambassador Stevens.",Twitter Web Client
745304333483393024,Hillary took money and did favors for regimes that enslave women and murder gays.,Twitter Web Client
745299161130635264,"I am ""the king of debt.""That has been great for me as a businessman, but is bad for the country. I made a fortune off of debt, will fix U.S.",Twitter for Android
745298514096308225,Obama-Clinton inherited $10T in debt and turned it into nearly $20T.  They have bankrupted… https://t.co/1COtt0RPY7,Instagram
745296338758270976,Hillary Clinton's open borders immigration policies will drive down wages for all Americans - and make everyone less safe.,Twitter for iPhone
745295914076672001,How can Hillary run the economy when she can't even send emails without putting entire nation at risk?,Twitter Web Client
745294739092684800,"Hillary Clinton surged the trade deficit with China 40% as
Secretary of State, costing Americans millions of jobs.",Twitter Web Client
745294375584956416,"Hillary says this election is about judgment.  She's right.  Her judgement has killed thousands, unleashed ISIS and wrecked the economy.",Twitter Web Client
745260520282951681,I will be making a big speech tomorrow to discuss the failed policies and bad judgment of Crooked Hillary Clinton.,Twitter Web Client
745204320593940480,"Crooked Hillary Clinton is totally unfit to be our president-really bad judgement and a temperament, according to new book, which is a mess!",Twitter for Android
744838252369043456,"When I said that if, within the Orlando club, you had some people with guns, I was obviously talking about additional guards or employees",Twitter for Android
744701872456536064,.@DJohnsonPGA We are so proud of you Dustin. Your reaction under pressure was amazing. First of many Majors. You are a true CHAMPION!,Twitter for Android
744519497764184064,"""@bfraser747: Watch out HillaryClinton 👿 Support @realDonaldTrump 🇺🇸 🇺🇸 #MakeAmericaGreatAgain 🇺🇸 https://t.co/UTYOLo7wGF""",Twitter for Android
744364393962569728,"Yesterday's failing @NYTimes fraudulently shows an empty room prior to my speech, when in fact, it was packed! https://t.co/iFuf8MdTEH",Twitter for iPhone
744363535635996672,How can the NY Times show an empty room hours before my speech even started when they knew it was going to be packed? So totally dishonest!,Twitter for iPhone
744355251365511169,"Donald Trump's Speech Is a Game Changer. #Trump2016
https://t.co/VXjtSivvuU https://t.co/dIK3IyrYGC",Twitter for iPhone
744341058109247488,See you soon Arizona! #Trump2016 https://t.co/W4z2eW5ay4,Twitter for iPhone
744336626411700227,"I love you Arizona! Thank you!
#Trump2016 #AmericaFirst https://t.co/QuTsSmeVdO",Twitter for iPhone
744260469431513088,"MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!
#Trump2016 #AmericaFirst https://t.co/vN4K8FvQNT",Twitter for iPhone
744253170218524672,"Thank you Las Vegas, Nevada!
#Trump2016 #AmericaFirst 
https://t.co/vhGwmhGCVR https://t.co/m1EIra7YMU",Twitter for iPhone
744225952465489920,"In Las Vegas, getting ready to speak!",Twitter for Android
744218749822083072,"Join me in Phoenix, Arizona today at 4pm! #Trump2016 #AmericaFirst https://t.co/PVB6QX7VpK https://t.co/hSaIurAfvD",Twitter for iPhone
743997751734657024,"Thank you Houston, Texas! 
#AmericaFirst #Trump2016 
https://t.co/593p8uRPhq",Twitter for iPhone
743955609851068417,Thank you! #AmericaFirst  https://t.co/TZf8uwQO4L,Twitter for iPhone
743955253226135552,The convention in Cleveland will be amazing!  https://t.co/NlF2Gcr915,Twitter for iPhone
743954307351908354,Thank you- on my way!  https://t.co/uTCXPbWpve,Twitter for iPhone
743947386720923648,Thank you @DallasPD!  https://t.co/ORJyN4FsNI,Twitter for iPhone
743914866063212544,"Join me in Phoenix, Arizona tomorrow at 4pm! #Trump2016 #AmericaFirst
https://t.co/PVB6QX7VpK https://t.co/B51r30Mazd",Twitter for iPhone
743852552257626112,THANK YOU! #AmericaFirst https://t.co/qp07UfnnjM,Twitter for iPhone
743766155093934080,MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!,Twitter for Android
743765281898536960,People very unhappy with Crooked Hillary and Obama on JOBS and SAFETY! Biggest trade deficit in many years! More attacks will follow Orlando,Twitter for Android
743761349910487043,"Amazing crowd last night in Dallas - more spirit and passion than ever before. Today, all over the great State of Texas!",Twitter for Android
743747439954264065,"""@VoteTrumpMAGA: The media attack on @realDonaldTrump is relentless. They are desperate. But, they keep #Trump in the news - a good thing.",Twitter for Android
743628318402961408,"Thank you Dallas, Texas! 
https://t.co/ui9tSfMcS8 https://t.co/2iYArmM7oN",Twitter for iPhone
743628318402961408,"Thank you Dallas, Texas! 
https://t.co/ui9tSfMcS8 https://t.co/2iYArmM7oN",Twitter for iPhone
743543327467810817,"Houston, TX:
https://t.co/nvHRnfi2N7

Las Vegas, NV
https://t.co/ksU8AGrFBS

Phoenix, AZ:
https://t.co/PVB6QX7VpK https://t.co/2ToWwthEeF",Twitter for iPhone
743522630230228993,"Join me in Houston, Texas tomorrow night at 7pm! Tickets: https://t.co/nvHRnfzEbH https://t.co/Yd3f8xLpPl",Twitter for iPhone
743488055240196096,"""Donald Trumps Speech Is a Game Changer."" https://t.co/VXjtSivvuU https://t.co/J777QHdYa3",Twitter for iPhone
743486962670141440,The trade deficit rose to a 7yr high thanks to horrible trade policies Clinton supports. I will fix it fast- JOBS! https://t.co/jaGeN4u50U,Twitter for iPhone
743485792585146368,"McAllen, Texas- 8 miles from 
U.S. - Mexico border. #Trump2016 
Video: https://t.co/pQ4nSTnVrK https://t.co/dKBTP1QjH3",Twitter for iPhone
743271067238674432,"""@realericjallen: @realDonaldTrump is a Common Sense Conservative! President Trump=Competence, Safety, Unity, &amp; US JOBS, JOBS, JOB.",Twitter for Android
743213971122044928,I will be interviewed on @greta at 7:00 P.M.  @FoxNews,Twitter for Android
743192668017205249,"Finally an accurate story from the Washington Post!
https://t.co/0nNKEBSd73",Twitter for iPhone
743184492907610112,"Join me in Dallas, Texas on Thursday!
#AmericaFirst #Trump2016 
https://t.co/fX0kXZUNqz https://t.co/c7sCbHDAQh",Twitter for iPhone
743172421654568960,"Thank you Atlanta, Georgia! Will be back soon! #AmericaFirst https://t.co/cVJvfcoGOt",Twitter for iPhone
743078235408195584,"I will be meeting with the NRA, who has endorsed me, about not allowing people on the terrorist watch list, or the no fly list, to buy guns.",Twitter for Android
743076652662431744,The press is so totally biased that we have no choice but to take our tough but fair and smart message directly to the people!,Twitter for Android
743075154507489280,"An: Media fell all over themselves criticizing what DonaldTrump ""may have insinuated about @POTUS."" But he's right: https://t.co/bIIdYtvZYw",Twitter for Android
742909628338601985,"Thank you Greensboro, North Carolina! Will be back soon! #AmericaFirst https://t.co/R29WMGNLGG",Twitter for iPhone
742785878679007232,"TONIGHT! NORTH CAROLINA:
https://t.co/UolRS3aT6W

WEDNESDAY! GEORGIA:
https://t.co/1JJ2Kn0ani

SATURDAY! NEVADA:
https://t.co/x3w1PHtLXP",Twitter for iPhone
742781133197299712,HAPPY 241st BIRTHDAY to the @USArmy! THANK YOU! https://t.co/mXsxkfcstC,Twitter for iPhone
742771576039460864,Thank you to the LGBT community! I will fight for you while Hillary brings in more people that will threaten your freedoms and beliefs.,Twitter Web Client
742695148241313792,AMERICA FIRST!,Twitter for Android
742694780933656576,"American must now get very tough, very smart and very vigilant. We cannot admit people into our country without extraordinary screening.",Twitter for Android
742512112614944768,"Join me in Atlanta on Wednesday- at noon! #Trump2016
Tickets: https://t.co/1JJ2Kn0ani https://t.co/cyARlHSEFU",Twitter for iPhone
742470476824477696,Crooked Hillary says we must call on Saudi Arabia and other countries to stop funding hate. I am calling on- cont'd: https://t.co/T1fVcu3mEC,Twitter for iPhone
742469778560929793,Saudi Arabia and many of the countries that gave vast amounts of money to the Clinton Foundation- cont'd: https://t.co/t31ReRSzzy,Twitter for iPhone
742464647878561794,"I thought people weren’t celebrating? They were cheering all over, even this savage from Orlando. I was right. https://t.co/DrVa65X9rI",Twitter for iPhone
742464168482201602,"In my speech on protecting America I spoke about a temporary ban, which includes suspending immigration from nations tied to Islamic terror.",Twitter for iPhone
742456254837215232,"Based on the incredibly inaccurate coverage and reporting of the record setting Trump campaign, we are hereby:  https://t.co/THKJwjNkaz",Twitter for iPhone
742455297059475456,"I am no fan of President Obama, but to show you how dishonest the phony Washington Post is: https://t.co/cITm8BPixD",Twitter for iPhone
742437914731286530,"TERRORISM, IMMIGRATION, AND NATIONAL SECURITY SPEECH- TRANSCRIPT: https://t.co/WD1LGFKx3M https://t.co/T7yHSdCeU8",Twitter for iPhone
742418415047090176,"Congratulations to the 2016 #StanleyCup Champions, Pittsburgh @Penguins!",Twitter for iPhone
742373042140123137,"I am watching @FoxNews and how fairly they are treating me and my words, and @CNN, and the total distortion of my words and what I am saying",Twitter for Android
742371820867878913,"I will be going to New Hampshire today, home of my first primary victory, to discuss terror and the horrible events of yesterday. 2:30 P.M.",Twitter for Android
742370798850199552,I have been hitting Obama and Crooked Hillary hard on not using the term Radical Islamic Terror. Hillary just broke-said she would now use!,Twitter for Android
742096033207844864,What has happened in Orlando is just the beginning. Our leadership is weak and ineffective. I called it and asked for the ban. Must be tough,Twitter for Android
742069634652835841,"""@WandaWalls20: @realDonaldTrump Please make us safe. We cannot have Hillary as president. We will be in so much trouble.",Twitter for Android
742066996767031296,"Reporting that Orlando killer shouted ""Allah hu Akbar!"" as he slaughtered clubgoers. 2nd man arrested in LA with rifles near Gay parade.",Twitter for Android
742053354189299712,Is President Obama going to finally mention the words radical Islamic terrorism? If he doesn't he should immediately resign in disgrace!,Twitter for iPhone
742034549232766976,"Appreciate the congrats for being right on radical Islamic terrorism, I don't want congrats, I want toughness &amp; vigilance. We must be smart!",Twitter for iPhone
742019961946791939,"Horrific incident in FL. Praying for all the victims &amp; their families. When will this stop? When will we get tough, smart &amp; vigilant?",Twitter for iPhone
741988371174699009,Clinton made a false ad about me where I was imitating a reporter GROVELING after he changed his story. I would NEVER mock disabled. Shame!,Twitter for iPhone
741965111968075776,Really bad shooting in Orlando. Police investigating possible terrorism. Many people dead and wounded.,Twitter for Android
741774067368402945,"Goofy Elizabeth Warren, sometimes referred to as Pocahontas, pretended to be a Native American in order to advance her career. Very racist!",Twitter for Android
741760911044685824,Riley Rone was a great young man. We will miss him dearly. https://t.co/R0tm44nMao,Twitter for iPhone
741760896775663616,"Join me on Tuesday- in Greensboro, North Carolina! #Trump2016 #AmericaFirst https://t.co/iaL5IGTfV3",Twitter for iPhone
741754548004458496,"Thank you Pittsburgh, Pennsylvania! Will be back soon! #AmericaFirst https://t.co/ttLMgInkdA",Twitter for iPhone
741744918205501441,Thank you to our amazing law enforcement officers! #AmericaFirst https://t.co/qWaTT9jsQD,Twitter for iPhone
741744258655387648,"Thank you Tampa, Florida!
#AmericaFirst #TrumpTrain https://t.co/fY4QVoSSfj",Twitter for iPhone
741696814194274304,"Sad case- @USATODAY did article saying I don't pay bills- false, only don't pay when work is shoddy, bad, or not done! They should do same!",Twitter for iPhone
741645740884303872,"In Tampa, Florida- thank you to all of our outstanding volunteers who want to #MakeAmericaGreatAgain! https://t.co/04qqpGylT7",Twitter for iPhone
741600981251657728,"Don King, and so many other African Americans who know me well and endorsed me, would not have done so if they thought I was a racist!",Twitter for Android
741590381503086592,Mitt Romney had his chance to beat a failed president but he choked like a dog. Now he calls me racist-but I am least racist person there is,Twitter for Android
741487809576439811,"Thank you Richmond, Virginia! 
#Trump2016 https://t.co/SxU4yzCLQf",Twitter for iPhone
741380579313098752,"Thank you @FaithandFreedom Coalition! An honor joining you today- to discuss our shared values.
#RTM2016 #Trump2016 https://t.co/Ye6IhOW6ZM",Twitter for iPhone
741369263525662721,"Heading to Richmond, Virginia now. Join me tonight! #Trump2016
Tickets: https://t.co/I2CJSqiKGN",Twitter for iPhone
741351028273086464,#FlashbackFriday #CrookedHillary https://t.co/pvrBb7v4NG,Twitter for iPhone
741311272818475008,"I rarely agree with President Obama- however he is 100% correct about Crooked Hillary Clinton. Great ad!
https://t.co/aOvVsZfAW3",Twitter Web Client
741301954324910080,"2004 VIDEO:
Pocahontas describing Crooked Hillary Clinton as a Corporate Donor Puppet. Time for change! #Trump2016 
https://t.co/rZ1MqUzpKU",Twitter for iPhone
741297855168716801,Heading to D.C. to speak at Faith and Freedom Coalition and visit OPO.,Twitter for Android
741292912894431232,"""Donald Trump Plans To Continue GOP
Legacy Of Leading On Women’s, Civil Rights Against Racist, Sexist Democrats"" 
https://t.co/nEPqAYw1G5",Twitter Web Client
741286391200505857,"The great boxing promoter, Don King, just endorsed me. Nice!",Twitter for Android
741257031722622976,"Join me! 
6/10: Richmond, VA - 8pm
6/11: Tampa, FL - 11am
6/11: Pittsburgh, PA - 3pm
6/13: Portsmouth, NH - 2:30pm
https://t.co/kv624y9UOm",Twitter for iPhone
741244493127618560,"""@Ausbiz:  RECORD 14 million primary votes/beat 16 opponents/financed own campaign. You will be a great POTUS &amp; #MakeAmericaGreatAgain""",Twitter for Android
741243519822626816,"""@FoxNews: .@JamesRosenFNC: ""Never before has a president endorsed someone under investigation by @TheJusticeDept."" https://t.co/fX5bs8fzac",Twitter for Android
741240449906663424,"Pocahontas is at it again! Goofy Elizabeth Warren, one of the least productive U.S. Senators, has a nasty mouth. Hope she is V.P. choice.",Twitter for Android
741095312601812992,"""@FreemarketSara: Trump's Historic 13 Million Primary Votes - A Record ... Congratulations @realDonaldTrump https://t.co/zdOEle8wOL""",Twitter for Android
741094899664093184,"Join me! #Trump2016

6/10: Richmond
https://t.co/I2CJSqAlyl

6/11: Tampa
https://t.co/6jk33orxXG

6/11: Pittsburgh
https://t.co/bwgL1ZXtC7",Twitter for iPhone
741015811960229893,"Thank you Roseanne, very much appreciated. https://t.co/COXEJ1In8D",Twitter Web Client
741007091947556864,"How long did it take your staff of 823 people to think that up--and where are your 33,000 emails that you deleted? https://t.co/gECLNtQizQ",Twitter for iPhone
740988538464948224,"A message of condolences and support regarding the terrorist attacks in Tel Aviv: 
https://t.co/iulXLEANei",Twitter for iPhone
740972317191352320,Obama just endorsed Crooked Hillary. He wants four more years of Obama—but nobody else does!,Twitter Web Client
740883494117728256,"Crooked Hillary Clinton will be a disaster on jobs, the economy, trade, healthcare, the military, guns and just about all else. Obama plus!",Twitter for Android
740879092141182976,"As expected, the media is very much against me. Their dishonesty is amazing but, just like our big wins in the primaries, we will win!",Twitter for Android
740722436065353728,"""@KathyCeurter: @realDonaldTrump please Mr.Trump make @SenatorJeffSessions your VP. He is a perfect running mate.""  He is a great guy!",Twitter for Android
740721589709328385,"Bernie Sanders must really dislike Crooked Hillary after the way she played him. Many of his supporters, because of trade, will come to me.",Twitter for Android
740710011136028672,"""@mabynshingleton: JohnKasich, the VOTERS have spoken.We want @realDonaldTrump. You AGREED to support NOMINEE. Get on board or leave @GOP""",Twitter for Android
740709235927977989,"""@Dale_Dangler: @realDonaldTrump You will be the greatest president the world has ever seen""  Thanks.",Twitter for Android
740708673694076928,"I would have had many millions of votes more than Crooked Hillary Clinton except for the fact that I had 16 opponents, she had one!",Twitter for Android
740707325590274049,"""@nauthizjane: @realDonaldTrump Congratulations Mr. Trump.""  Thank you!",Twitter for Android
740707234968113152,"""@setfire2flames: Senator Sanders spent more than @realDonaldTrump yet lost.""",Twitter for Android
740641413335908352,"MAKE AMERICA GREAT AGAIN!
#AmericaFirst #Trump2016 
https://t.co/42OpVsjXjp",Twitter for iPhone
740524891108200448,"""@lovusa4: @RichardWeaving Why @foxandfriends @NewDay WHERE IS THE REPORTING @realDonaldTrump &lt;MOST VOTES FOR PRESIDENT IN HISTORY OF USA""",Twitter for Android
740517366551969792,"""@mariadaq:  HISTORIC!! what's historic is OUR national debt, record unemployment, &amp;pocketbook crisis!THE PEOPLE NEED TRUMP2 make USA RICH!""",Twitter for Android
740517144115478528,"""@sara_wejesa: @realDonaldTrump Great speach!!!!!!!""  Thanks!",Twitter for Android
740516693030637568,"""@jimhewitt: . @FrankCaliendo doing @realDonaldTrump on @MikeAndMike is awesome. ""Number one presidency of all time""",Twitter for Android
740516296291459072,"""@JoeDeFranco: Top RINO hack for MSNBC Joey Scarborough on the air and calling the next President Trump a racist and bigot. Shame on you""",Twitter for Android
740515952454959104,Nobody is watching @Morning_Joe anymore. Gone off the deep end - bad ratings. You won't believe what I am watching now!,Twitter for Android
740513939574951936,"""@southpaw816: @SenSanders fans, greatest way to get even with her Highness - vote for @realDonaldTrump, at least you'll have a job.",Twitter for Android
740511746503364608,Thank you to all for your wonderful comments on my speech. I could feel the electricity in thr air. Great reviews - most votes ever recieved,Twitter for Android
740510072678326273,"""@WolfStopper: Gee ... Does this make @realDonaldTrump right one more time? https://t.co/zjWKGMDgzi""",Twitter for Android
740509507814600704,"""@DjD_Thunder: Standing by @realDonaldTrump all the way to the White House! https://t.co/z4X1o5xHBh""",Twitter for Android
740392765662629888,"Thank you California! #Trump2016 
https://t.co/GusL2UPrX2 https://t.co/H6D25S1TR5",Twitter for iPhone
740387780719747072,"Thank you New Mexico! #Trump2016
https://t.co/wNOY8Pc2kM https://t.co/osWzVxNkJx",Twitter for iPhone
